,department_Human Resources,department_Research & Development,department_Sales,educationfield_Human Resources,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Female,gender_Male,jobrole_Healthcare Representative,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,maritalstatus_Divorced,maritalstatus_Married,maritalstatus_Single,education,joblevel,stockoptionlevel,environmentsatisfaction,worklifebalance,jobsatisfaction,jobinvolvement,performancerating,businesstravel,age,distancefromhome,monthlyincome,numcompaniesworked,percentsalaryhike,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,mean_time,attrition
65,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,5,2,3,4,3,3,3,2,43,14,38860,1,17,9,2,9,0,0,5.945283355644722,0
66,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,3,3,2,3,3,0,27,2,168230,0,17,6,3,5,1,4,8.643457161981111,0
67,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,2,2,4,2,3,3,3,2,54,1,29330,3,12,20,2,4,0,3,5.681542838018611,0
68,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,3,2,1,3,4,1,43,7,65000,8,23,10,3,1,0,0,6.8984895136097215,0
69,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,4,3,4,3,3,1,45,3,171740,9,14,12,6,10,9,8,6.900469656403334,0
70,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,2,2,2,4,3,3,1,40,2,50330,2,14,6,6,4,0,2,9.197425256581667,0
71,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,2,2,1,3,3,1,29,29,23070,1,13,7,0,7,0,7,9.678278670236388,1
72,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,2,2,3,4,3,4,1,29,8,25870,0,22,4,3,3,2,2,6.6295515394911115,0
73,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,2,4,3,3,2,3,1,30,10,55070,1,12,10,2,10,1,2,7.070961624274722,0
74,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,2,3,2,2,3,1,27,11,43930,1,18,8,2,8,0,7,5.957641677822222,0
75,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,4,2,4,3,3,1,37,1,133480,7,14,8,4,6,0,4,5.687801204819167,0
76,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,3,3,4,3,3,1,38,28,65830,0,12,12,1,11,2,9,8.730585676037222,0
77,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,1,3,3,4,3,3,1,31,6,81030,1,15,11,5,11,4,10,9.965590138330832,0
78,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0,4,3,2,3,3,1,29,3,39780,1,11,7,0,7,1,7,8.219101963409166,0
79,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,3,3,2,4,3,1,35,16,25440,0,13,17,3,16,0,13,7.403634538152501,0
80,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,3,2,4,2,4,1,23,20,53990,1,23,4,2,4,0,2,6.762868139223333,0
81,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,4,3,2,3,3,1,41,9,54870,6,19,8,0,5,1,2,9.29953145917,0
82,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,2,3,3,4,3,2,47,1,68340,3,16,5,2,0,0,0,7.458285363676667,0
83,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,1,3,4,1,4,1,42,3,10910,2,22,16,0,1,0,0,5.981423471664167,0
84,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0,4,2,3,2,4,0,29,22,57360,1,22,4,1,4,0,2,5.900896921017223,0
85,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,3,1,3,3,3,2,3,1,42,7,22260,0,12,4,3,3,1,0,8.086752565818612,0
86,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,3,3,2,3,3,1,32,2,57470,1,13,8,0,8,0,7,7.164133199464445,0
87,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,4,1,1,1,3,2,3,1,48,13,98540,3,16,15,2,0,0,0,6.847280232039166,0
88,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,1,4,4,3,3,4,0,30,25,53800,7,21,4,0,2,2,2,10.234273761713332,0
89,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,3,3,3,3,3,3,1,26,28,51510,1,15,8,3,8,7,7,5.849885095939166,0
90,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,1,3,4,3,3,1,42,2,21330,3,13,14,2,1,0,0,5.867603748326389,0
91,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,0,1,3,2,2,3,2,21,9,178750,1,12,3,5,3,1,2,7.970253235162778,1
92,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0,4,3,4,1,4,0,36,28,24320,4,22,7,4,1,0,0,6.807350513163611,0
93,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,1,1,3,4,3,3,2,36,6,47710,4,13,16,2,13,1,12,6.791153502900277,0
94,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,5,0,4,3,3,1,3,1,57,21,191610,2,18,15,2,3,1,2,5.971953369031667,0
95,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,4,3,3,3,3,1,40,8,50870,3,14,10,3,7,1,7,7.606198125836666,0
96,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,1,2,4,1,3,0,21,1,28630,1,14,3,2,3,2,2,7.344952030343333,0
97,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,1,4,3,3,1,4,1,33,28,55610,1,21,1,3,1,0,0,9.749403168228332,1
98,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,4,0,3,3,1,4,3,1,37,5,21440,6,19,17,3,5,0,3,7.4154562695225,0
99,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,0,3,4,3,3,3,0,46,2,30650,2,11,7,3,1,0,0,5.588887773315277,0
100,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,3,2,4,3,2,41,16,28100,1,11,8,3,8,7,7,7.100332440874444,1
101,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,0,4,3,4,3,3,1,50,9,98880,6,15,20,2,4,1,3,6.3645537706380555,0
102,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,3,3,3,2,4,1,40,8,86280,2,20,8,2,6,1,0,8.735999553770554,1
103,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,3,3,2,3,3,1,21,10,53730,1,12,1,2,1,0,0,5.537753235162778,1
104,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,1,4,3,4,4,3,1,29,1,66670,9,12,6,6,3,1,2,7.663491744756667,0
105,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,3,3,2,3,3,1,35,29,50030,9,15,10,2,1,0,0,7.314774654172222,0
106,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,1,1,4,3,2,3,3,1,27,2,23670,0,12,5,2,5,0,4,5.816591923248333,0
107,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,2,3,4,2,3,1,28,2,28580,1,12,7,2,7,0,7,6.634467871485833,0
108,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2,1,2,3,3,3,3,1,49,2,52040,8,14,26,3,5,0,0,7.542354975457222,0
109,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,3,2,4,3,4,1,51,1,41050,4,22,18,2,7,0,7,6.9768016510486115,0
110,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,4,3,3,3,3,1,36,15,96790,4,12,6,1,2,2,2,5.640869031682222,0
111,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1,2,4,3,4,0,34,7,56170,8,25,9,3,5,0,4,8.600741856313888,1
112,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,3,3,4,3,3,1,55,26,104480,2,13,30,3,5,1,2,8.230750780901111,0
113,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,5,3,4,4,3,3,3,1,24,1,28970,1,18,5,4,5,0,3,9.230603525211945,0
114,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,3,3,2,3,3,1,30,3,59680,1,13,1,3,1,0,0,6.401705711735556,0
115,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,2,3,3,3,4,3,3,2,26,14,75100,0,18,7,3,6,0,4,6.7463688085675,1
116,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,1,2,1,3,2,2,3,1,22,16,29910,1,19,2,3,2,1,2,5.831803882195278,0
117,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,5,1,2,3,3,3,3,1,36,1,196360,1,12,10,3,10,9,0,6.0337817938419445,0
118,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,3,3,4,2,3,2,30,3,11290,9,19,3,2,1,0,0,7.895576751449999,1
119,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,4,2,1,3,3,1,37,10,133410,1,14,18,3,18,12,17,6.2188810798750005,0
120,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,3,2,4,3,2,2,3,1,40,6,43320,7,14,8,3,5,1,3,6.173039937527778,0
121,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,1,2,3,1,2,3,1,42,2,110310,3,12,8,2,5,1,2,7.0619366354305555,0
122,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,3,2,2,2,3,1,37,9,44400,2,11,18,3,1,0,1,9.760771976795834,0
123,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,3,2,3,3,1,43,10,46170,1,11,25,2,25,3,9,6.998694779116389,0
124,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,2,3,3,2,3,1,40,6,26470,6,13,20,2,1,0,0,7.164219098616667,0
125,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,1,1,2,1,2,4,1,54,9,63230,4,23,24,2,4,1,2,5.468940205265278,0
126,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,3,3,3,3,4,0,34,28,56770,9,20,6,3,3,1,2,6.446319723337778,0
127,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,3,1,2,1,1,2,3,1,31,10,21870,1,15,13,2,13,3,12,5.713265283355556,0
128,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,2,4,3,4,2,3,2,43,14,37480,7,14,10,3,3,1,2,6.996710174029444,0
129,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,2,1,3,3,3,3,3,1,43,27,39770,4,18,8,3,5,0,2,8.486725792056944,0
130,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,2,3,4,4,3,1,25,7,86330,1,19,5,2,5,1,3,10.151952253458056,0
131,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,2,3,3,2,4,0,37,1,20080,3,22,15,5,13,10,7,10.004965417224444,0
132,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,4,3,1,3,3,1,31,24,44400,1,13,4,2,4,3,2,6.578286479250277,0
133,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,2,3,3,1,4,2,39,26,30670,1,20,21,5,21,1,6,8.864453369031667,0
134,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,0,3,2,1,3,3,2,56,20,53210,9,14,36,1,7,7,7,7.122437527889166,0
135,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,1,2,3,3,3,3,1,30,5,54100,0,17,6,2,5,4,4,7.464110887996389,0
