,mean_time,totalworkingyears,age,businesstravel,yearswithcurrmanager,attrition
135,7.464110887996389,6,30,1.0,4,0
136,6.411313029897222,10,41,1.0,7,0
137,5.869447791164445,10,28,1.0,8,0
138,6.134392012494167,6,25,1.0,2,1
139,7.997580321285,28,52,1.0,4,0
140,6.460577867023611,8,45,1.0,2,0
141,6.8915774207941665,31,52,1.0,4,0
142,6.384019410977222,19,42,2.0,2,0
143,6.763717090584445,11,30,1.0,2,0
144,5.743501784917222,33,60,1.0,10,0
145,7.243524096385278,19,46,1.0,8,0
146,6.303784024988611,7,42,2.0,4,0
147,10.092957385095835,6,24,1.0,4,1
148,5.656244979919445,3,34,2.0,0,1
149,8.177834672021389,1,38,2.0,0,0
150,5.543419232485277,21,40,1.0,12,0
151,5.726736947791111,3,26,1.0,2,0
152,7.429330655956945,9,30,0.0,4,0
153,6.973972556894167,10,29,1.0,7,0
154,6.330712851405555,6,29,1.0,1,1
155,7.429799196786945,1,19,1.0,0,1
156,6.448983712628055,10,30,0.0,8,0
157,5.835846720214167,32,57,1.0,0,0
158,7.005148371262778,28,50,1.0,7,0
159,6.059211289602778,12,30,0.0,7,0
160,6.696197010263056,22,60,2.0,11,0
161,7.213215082552223,20,47,1.0,4,0
162,6.613843150379166,26,46,1.0,1,0
163,6.09344042838,6,35,1.0,3,0
164,7.405392681838333,19,54,1.0,0,0
165,7.1289770191877775,14,34,1.0,7,0
166,8.626556224899446,15,46,1.0,2,0
167,6.04515729585,13,31,1.0,8,0
168,7.966945560017778,15,33,1.0,7,1
169,6.825259928603056,8,33,1.0,3,1
170,6.266600847835556,4,30,1.0,2,0
171,8.626478134761111,10,35,1.0,0,0
172,6.032698572065834,12,31,2.0,0,1
173,7.402867023650001,8,42,2.0,0,0
174,7.0840908076749995,10,36,0.0,7,0
175,6.032679607318055,4,22,2.0,2,1
176,6.289530343596389,14,48,1.0,7,0
177,6.945580098170278,37,55,1.0,7,0
178,5.719563810798611,16,41,0.0,10,0
179,5.628176037483056,15,35,1.0,9,0
180,7.154422132976111,22,40,1.0,13,0
181,6.863467202141666,8,39,2.0,7,0
182,8.479462293618889,10,31,1.0,5,0
183,10.24335229808111,10,42,1.0,8,0
184,6.725804328424722,9,45,1.0,7,0
185,9.005943775100278,8,26,2.0,0,1
186,6.769503569834722,8,29,1.0,2,0
187,7.1647534582775005,10,33,1.0,5,0
188,6.307388442659445,10,31,1.0,1,0
189,8.933678045515277,0,18,2.0,0,1
190,6.604520303435833,20,40,0.0,1,0
191,8.58350066934389,10,41,0.0,7,0
192,5.532923917893611,8,26,1.0,0,0
193,5.792482150825277,5,35,1.0,3,0
194,6.097392904953055,10,34,1.0,7,0
195,8.189085229808056,1,26,1.0,0,1
196,7.1227253458275,12,37,1.0,2,0
197,5.6736189201247225,28,46,2.0,2,0
198,7.396790495314445,22,41,1.0,8,0
199,7.265457385095833,9,37,0.0,7,0
200,8.89344489067361,18,52,1.0,9,0
201,5.800688308790555,6,32,0.0,2,1
202,5.861314145470555,3,24,2.0,1,0
203,5.778331102186389,18,38,1.0,0,0
204,6.566608656849445,8,37,1.0,3,0
205,8.333743864346111,6,24,1.0,4,0
206,7.175858991521389,6,26,1.0,4,0
207,6.3577933958052775,1,24,1.0,0,0
208,6.652788933511667,32,50,2.0,7,0
209,6.754674252565556,7,25,1.0,6,0
210,6.4357128514055555,1,30,2.0,0,1
211,8.2626695671575,6,34,1.0,3,0
212,6.4150401606425005,9,31,1.0,2,1
213,7.606242748772777,9,35,1.0,2,0
214,5.930352521195833,13,31,1.0,7,0
215,7.571142347166389,6,27,1.0,3,0
216,8.668834225791944,17,37,1.0,0,0
217,6.8905856760372215,1,20,1.0,0,0
218,7.069645247657222,10,42,1.0,2,0
219,8.546011825078056,21,43,1.0,0,0
220,6.611214859437499,8,38,1.0,0,0
221,8.906508255243056,10,43,2.0,7,0
222,6.6784381972333335,21,48,1.0,2,0
223,6.138874386434445,10,44,1.0,2,0
224,7.8621485943775,8,34,1.0,6,0
225,6.2227097278,5,27,1.0,2,1
226,6.681176929941945,3,21,1.0,2,0
227,8.0619946452475,26,44,1.0,1,0
228,5.5039223560908335,3,22,1.0,2,0
229,6.872726461401111,6,33,1.0,2,0
230,9.113620035698332,6,32,1.0,5,0
231,6.957549085229722,1,30,2.0,0,0
232,6.713782909415278,18,53,1.0,10,0
233,7.139743418116667,10,34,1.0,8,0
234,6.935332440874444,5,45,2.0,0,1
235,9.763126952253334,3,26,1.0,2,0
236,5.940423917893611,10,37,1.0,8,0
237,6.4004395359213895,6,29,1.0,2,0
238,6.335101517179722,17,35,1.0,8,0
239,7.303647925033333,15,33,2.0,7,0
240,5.867930611334167,16,54,1.0,1,0
241,10.187155287817777,13,36,1.0,2,0
242,6.468837572512222,5,27,1.0,1,0
243,8.247884872824443,1,20,1.0,1,1
244,10.2773058902275,10,33,2.0,7,1
245,6.244544846050833,1,35,0.0,0,0
246,6.662835787594722,5,23,1.0,2,0
247,7.434014948683611,4,25,1.0,2,0
248,6.607641677822222,8,38,1.0,5,0
249,7.178524096385278,10,29,2.0,8,0
250,6.556758143685833,12,48,1.0,2,0
251,8.350902498884166,6,27,2.0,4,0
252,6.994064033913333,4,37,1.0,0,0
253,9.009363007585833,20,50,1.0,8,0
254,6.355066934404166,9,34,1.0,7,0
255,7.271326416778056,4,24,1.0,0,1
256,6.281166889781111,20,39,1.0,10,0
257,7.423312137438612,10,32,1.0,8,0
258,8.106145693886388,18,50,2.0,3,1
259,6.7047991967869445,10,38,1.0,8,0
260,6.039949799196666,9,27,1.0,7,0
261,7.327186523873055,10,32,1.0,7,0
262,6.231782686300556,20,47,1.0,7,0
263,8.373831994645,20,40,2.0,12,0
264,6.24047188755,32,53,1.0,3,0
265,7.029294957608055,23,41,1.0,6,0
266,6.290203034359444,10,60,1.0,2,0
267,6.991514948683611,9,27,2.0,7,0
268,5.771757028112222,22,41,1.0,10,0
269,6.734070727353611,4,50,1.0,2,0
270,7.447954038375555,10,28,1.0,7,1
271,5.7542179830430555,10,36,0.0,5,0
272,9.025584560463889,10,38,1.0,0,0
273,5.9119422132975,9,44,0.0,4,0
274,7.638302097277777,28,47,2.0,13,0
275,7.0378201695669445,10,30,1.0,7,0
276,6.252341588576389,1,29,1.0,0,0
277,9.603630075858888,7,42,2.0,2,1
278,6.727218875501944,7,43,2.0,2,0
279,6.253431503792778,10,34,1.0,3,0
280,7.239323962516667,5,23,1.0,2,0
281,6.0935854529227775,12,39,1.0,6,0
282,6.677523427041389,30,56,1.0,1,0
283,8.268165997322502,5,40,1.0,3,0
284,7.350047969656389,9,27,1.0,7,0
285,6.514453369031667,2,29,1.0,2,0
286,5.7221552878177775,19,53,1.0,2,0
287,6.585214190093611,16,35,0.0,0,0
288,7.115717313699166,10,32,2.0,7,0
289,5.918919009370556,7,34,1.0,0,0
290,5.537267960731667,34,52,1.0,16,0
291,9.606076528335555,10,33,1.0,8,1
292,7.153890004462222,6,25,1.0,4,0
293,5.6427632753233326,9,45,1.0,1,0
294,7.433730477465278,2,23,1.0,2,0
295,9.325049085229722,10,47,2.0,3,1
296,7.626967871485834,6,34,1.0,4,0
297,7.6582463186075005,24,55,1.0,4,1
298,6.898047746541666,10,36,0.0,9,0
299,7.0100792057116665,5,52,0.0,2,0
300,6.597993083444722,5,26,2.0,0,0
301,6.066065372601389,11,29,1.0,1,0
302,5.7198181615350006,6,26,1.0,2,1
303,5.953528558678889,10,34,1.0,3,0
304,8.730986166889723,9,54,1.0,4,0
305,6.509149933065555,5,27,2.0,1,0
306,9.227389558232778,6,37,1.0,3,0
307,6.4237639446675,6,34,1.0,3,0
308,7.642694109772222,3,35,1.0,2,0
309,6.564154395359166,7,30,1.0,2,0
310,6.297728692547778,8,40,2.0,7,0
311,7.298584337349166,6,34,1.0,2,0
312,7.602842481034999,24,42,2.0,9,0
313,7.590754127621389,1,23,1.0,0,1
314,6.596371039714167,1,24,0.0,0,0
315,5.780863453815,9,52,1.0,4,0
316,6.075343596608611,30,50,1.0,3,0
317,6.7609571619811115,14,33,1.0,7,0
318,7.762304774654167,6,33,1.0,2,1
319,9.048602186523611,26,47,1.0,0,0
320,7.064726684515833,10,36,1.0,5,0
321,7.229529228023056,10,29,1.0,7,0
322,8.288949129852499,40,58,1.0,8,1
323,7.406324185631389,7,35,1.0,2,0
324,9.7572043730475,8,42,1.0,2,0
325,5.7294422132975,5,28,1.0,1,1
326,6.062321508255,8,36,1.0,4,0
327,7.415189647478612,14,32,1.0,8,0
328,6.41557340473,10,40,2.0,0,0
329,9.227227800089167,12,30,1.0,0,0
330,6.140924810352501,1,45,1.0,0,0
331,7.399168897813333,10,42,1.0,8,0
332,7.381584114234444,13,38,2.0,2,0
333,6.487044846050833,6,34,2.0,3,0
334,5.832747657295833,9,49,1.0,7,1
335,5.838710397143888,12,55,1.0,3,1
336,6.804213520749444,22,43,1.0,0,0
337,9.86186970102611,9,27,1.0,8,0
338,6.68578313253,17,35,1.0,6,0
339,9.71040829986611,8,28,1.0,5,0
340,6.6986345381525005,4,34,1.0,2,0
341,7.388000892458612,8,26,2.0,7,1
342,7.1938933511825,0,27,0.0,0,0
343,5.672882641677778,29,51,1.0,17,0
344,6.064342927264445,10,44,1.0,3,0
345,6.133031012940555,6,25,1.0,1,0
346,5.826223784024722,9,33,1.0,8,0
347,6.404223560910278,6,35,1.0,1,0
348,9.158500669343889,18,36,1.0,11,0
349,7.320118250780833,8,32,1.0,3,0
350,5.922831325301112,10,30,2.0,3,0
351,10.224202365015556,35,53,1.0,4,0
352,8.113206157965,18,45,1.0,2,0
353,6.401403391343056,9,32,1.0,3,0
354,7.129558232931666,31,52,2.0,0,0
355,5.908215082552222,9,37,1.0,0,0
356,5.7356905399375,6,28,1.0,4,0
357,6.039737840249722,4,22,1.0,2,0
358,7.397717536813889,8,42,2.0,2,0
359,7.3777153056669444,6,36,1.0,3,0
360,10.1587918340025,5,25,1.0,3,0
361,8.088962516733334,17,35,1.0,15,0
362,9.277542391789167,10,35,2.0,8,1
363,7.252322623828611,4,32,0.0,2,0
364,7.4196017402944445,5,25,1.0,3,0
365,7.22948237394,7,49,1.0,2,0
366,6.984197902721944,6,24,0.0,4,0
367,6.431491521641945,10,32,2.0,3,0
368,6.622714190093611,3,38,1.0,2,0
369,9.228765060240834,17,42,1.0,3,0
370,9.73335229808111,8,31,1.0,2,0
371,9.130344712181945,5,29,1.0,2,1
372,5.956996876394444,28,53,1.0,2,0
373,6.734056224899445,16,35,1.0,8,0
374,6.992243418116667,10,37,2.0,0,0
375,6.535416108879722,33,53,1.0,8,0
376,7.128652387326944,12,43,2.0,2,0
377,7.908632307005556,10,37,0.0,9,0
378,6.055022311468055,31,50,0.0,7,0
379,6.772146363230555,13,39,1.0,4,0
380,8.886921017402777,7,33,1.0,3,0
381,9.944511378848611,1,32,1.0,1,1
382,6.141390004462223,8,29,1.0,3,0
383,9.38149375278889,8,44,1.0,1,0
384,5.850073627844444,4,28,1.0,2,0
385,10.289556001784723,3,58,2.0,0,1
386,6.366668897813333,4,43,1.0,0,0
387,6.677385095939167,2,20,1.0,2,1
388,7.7513821954483335,1,21,1.0,0,1
389,10.090944890673612,17,36,1.0,11,0
390,8.076647701918612,3,47,1.0,2,0
391,9.487376171351944,4,22,1.0,2,1
392,9.657897144131946,10,41,1.0,0,1
393,7.276480365908055,6,28,1.0,2,0
394,10.237904953145833,8,39,1.0,2,1
395,7.372218875501944,1,27,1.0,0,0
396,7.629529228023056,1,34,1.0,0,0
397,6.298145917001111,10,42,1.0,3,0
398,10.082240071396667,6,33,1.0,2,0
399,7.9861624274875,24,58,1.0,4,0
400,5.935011155733889,13,31,1.0,2,0
401,9.921900937081388,10,35,1.0,7,0
402,6.514476796073056,29,49,1.0,7,0
403,6.429928603301945,13,48,1.0,0,0
404,6.941195894689723,9,31,0.0,0,0
405,6.242208835341112,8,36,1.0,1,0
406,6.939856091030556,15,38,1.0,11,0
407,6.883691432396111,5,32,0.0,2,0
408,8.330619143239444,1,25,1.0,0,1
409,5.505814368585278,11,40,1.0,0,0
410,7.398280901383056,7,26,2.0,7,0
411,10.02542726461389,20,41,1.0,17,0
412,6.782833556447778,16,36,1.0,9,0
413,10.273971441320834,1,19,1.0,0,1
414,5.912626059794722,1,20,1.0,0,1
415,7.7274475680497225,10,31,1.0,5,0
416,8.010058009816944,3,40,2.0,0,0
417,7.4497612672911115,8,32,1.0,3,0
418,9.333316599732221,16,36,1.0,7,1
419,5.896431280678055,6,33,1.0,4,0
420,5.695042391789167,17,37,1.0,7,1
421,6.0050401606425,9,45,0.0,8,0
422,7.007630522088333,3,29,2.0,2,0
423,6.063685854529166,5,35,1.0,0,0
424,6.681327532351389,26,52,1.0,8,0
425,6.905394912985001,7,58,1.0,0,1
426,6.339801427933889,22,53,1.0,2,0
427,7.360277777777777,10,30,1.0,7,0
428,7.416961178045278,6,38,0.0,3,0
429,6.965973895582223,12,35,1.0,8,0
430,6.013259705488611,9,39,1.0,7,0
431,9.0162672913875,22,40,0.0,0,1
432,9.52423136992389,20,47,2.0,7,0
433,6.614474564926111,12,36,0.0,7,0
434,7.825960508701389,4,31,0.0,2,1
435,7.392468763944445,10,33,0.0,0,0
436,9.744162204372778,3,29,1.0,0,1
437,7.364775769745555,5,33,1.0,2,0
438,6.785148371262777,8,45,1.0,2,0
439,6.823883311021667,32,50,1.0,3,0
440,8.693284248103334,6,33,2.0,2,0
441,7.3343440428377775,21,41,2.0,11,0
442,6.62365015618,4,27,1.0,2,0
443,8.45866354306111,9,45,0.0,8,0
444,7.748006470325556,9,47,1.0,7,0
445,9.914447791164445,7,30,1.0,1,1
446,9.251910977242222,22,50,1.0,5,0
447,7.550253235162778,3,38,2.0,2,0
448,6.693299866131111,13,46,1.0,7,0
449,6.46094042838,5,24,1.0,2,0
450,8.68441320838889,5,35,1.0,2,1
451,6.124366354306111,4,31,2.0,3,0
452,5.958169344042778,0,18,0.0,0,0
453,6.096568496206944,22,54,1.0,8,0
454,9.243213966978889,16,35,1.0,1,0
455,9.467737617135,9,30,1.0,7,0
456,8.047624944221111,1,20,1.0,0,1
457,6.964200133868611,4,30,2.0,2,1
458,7.323312137438611,8,26,1.0,3,0
459,6.714306113342222,4,22,1.0,1,0
460,7.788277554663056,19,48,1.0,2,0
461,6.069602855867777,27,48,1.0,8,0
462,6.589684292726389,8,41,1.0,1,0
463,6.757529004908333,21,39,1.0,8,0
464,7.119074074073889,4,27,1.0,2,0
465,6.627418563141389,3,35,1.0,2,0
466,7.352933958054166,21,42,1.0,0,0
467,5.868007585898889,8,50,1.0,0,0
468,9.943325524319444,30,59,1.0,3,0
469,6.193527443105555,15,37,1.0,0,1
470,8.175683846496943,17,55,2.0,7,0
471,5.719342927264445,21,41,0.0,10,0
472,7.674680946006111,19,38,1.0,0,0
473,7.167636099955278,7,26,0.0,2,1
474,5.700886880856667,33,52,1.0,9,1
475,5.9003592146361115,19,50,0.0,13,0
476,7.576481481481388,18,36,1.0,14,1
477,7.197913877733056,3,33,0.0,2,0
478,7.2211869701025,26,45,1.0,1,0
479,6.879972110664722,10,32,0.0,7,0
480,6.894186746987777,16,34,1.0,9,0
481,7.845583444890555,14,59,1.0,4,0
482,6.5375334672019445,6,45,1.0,4,0
483,7.561584114234444,30,53,2.0,12,0
484,5.7161970102630555,9,36,1.0,0,1
485,7.616043061133333,6,26,2.0,2,1
486,9.033080098170279,1,34,1.0,0,0
487,7.550046854082778,1,28,1.0,0,0
488,7.255155064703056,8,38,2.0,2,0
489,9.017194332886945,29,50,1.0,7,0
490,6.709049531459167,8,37,1.0,1,0
491,5.552637215528611,8,40,1.0,5,0
492,7.5849553770636104,5,26,2.0,3,0
493,6.950522088353334,23,46,1.0,2,0
494,7.206897590361389,13,54,1.0,0,0
495,6.468415885765278,18,56,2.0,3,0
496,6.156912092815556,15,36,1.0,8,0
497,5.568410307898056,31,55,0.0,2,0
498,7.670443998215,18,43,1.0,0,0
499,8.892337126282778,2,20,2.0,2,1
500,6.089889558232778,1,21,1.0,0,1
501,8.471864123159166,18,51,1.0,7,1
502,6.9431526104416665,10,28,0.0,9,1
503,6.973992637215278,6,26,1.0,3,0
504,6.100640339134166,7,30,1.0,2,0
505,7.4987907184291664,10,41,1.0,8,0
506,6.7370515394911115,20,38,1.0,9,0
507,7.573883311021667,14,40,1.0,1,0
508,7.814656403391111,3,27,0.0,2,0
509,6.247105087014722,23,55,2.0,2,0
510,6.453415885765278,10,28,1.0,7,0
511,5.991240517625833,24,44,1.0,6,1
512,6.000273315483889,9,33,1.0,2,0
513,9.221286256135556,9,35,1.0,7,1
514,7.1690618027663895,14,33,2.0,8,1
515,6.584944221329722,4,28,1.0,2,0
516,6.285266622043611,7,34,2.0,4,0
517,7.3087550200802776,1,26,1.0,0,1
518,9.596241633199446,5,33,1.0,2,1
519,6.645373717090555,23,42,1.0,7,0
520,5.942891566265001,1,28,2.0,0,1
521,7.847468763944444,4,33,2.0,2,0
522,6.548427041499167,6,34,0.0,0,0
523,5.686749219098611,27,48,0.0,1,0
524,5.604908522980555,15,45,0.0,12,0
525,7.757917224453333,18,52,1.0,0,0
526,5.841193663543056,11,29,1.0,7,0
527,6.564164435519722,10,28,1.0,7,0
528,6.11640116019611,23,46,1.0,9,0
529,6.885291164658611,10,38,1.0,0,0
530,6.976925479696389,18,43,2.0,1,0
531,6.737147478803889,21,39,2.0,5,1
532,5.839499107541111,21,40,1.0,9,0
533,9.969543730477222,2,21,1.0,2,0
534,5.796996876394444,9,39,0.0,3,0
535,6.646674475680277,18,36,0.0,9,0
536,6.049107541276111,3,31,2.0,2,0
537,6.852800089245833,6,28,1.0,4,0
538,6.066555109326111,5,35,2.0,2,0
539,6.624929718875278,22,49,1.0,3,0
540,7.4136769299419445,5,34,2.0,2,0
541,6.61747099509139,8,29,2.0,1,0
542,7.1154228023202775,16,42,1.0,0,0
543,5.920894689870556,7,38,1.0,0,0
544,10.126904283801666,3,28,2.0,2,0
545,6.572102855867778,0,18,0.0,0,1
546,8.442636099955278,6,33,1.0,3,1
547,7.765364792503333,6,41,1.0,0,0
548,6.614176706827222,2,31,2.0,2,1
549,7.841347612672777,10,37,1.0,3,0
550,6.938559794734445,4,27,1.0,2,0
551,6.546025211958889,6,34,1.0,3,0
552,6.610898036590555,6,35,1.0,4,0
553,6.519868362338055,11,29,1.0,10,1
554,6.309892904953055,20,40,2.0,13,0
555,7.438930165104723,22,42,2.0,14,1
556,7.1387248995983335,9,42,1.0,5,0
557,6.440902498884167,10,35,1.0,7,0
558,7.241318607764167,6,24,1.0,2,0
559,9.836432396251666,1,28,1.0,0,1
560,7.340033467201944,8,26,1.0,7,0
561,7.442206604194444,10,30,1.0,4,0
562,10.177815707273332,16,40,2.0,0,0
563,6.565710620258611,15,35,1.0,4,0
564,7.311961178045277,14,34,2.0,9,0
565,7.697816822846667,2,35,2.0,2,0
566,7.299009370816389,7,43,1.0,3,1
567,6.038636769299167,1,32,0.0,0,0
568,5.701992414100833,28,56,1.0,2,0
569,7.138586568496112,10,29,1.0,8,0
570,6.9926639892902775,1,19,1.0,0,0
571,8.621035252119444,7,45,1.0,2,0
572,6.611752565818611,14,37,1.0,11,0
573,6.295962739848055,2,20,1.0,2,0
574,9.650491967871389,6,44,1.0,2,1
575,5.851734716644167,26,53,1.0,7,0
576,8.465905845604444,6,29,1.0,3,0
577,9.402544622936112,1,22,2.0,0,1
578,5.680271084337223,28,46,1.0,9,0
579,5.749561579651667,6,44,0.0,0,0
580,7.443621151271667,5,33,1.0,4,0
581,6.9222054886211115,5,41,0.0,0,1
582,7.042668451583888,8,30,1.0,3,0
583,6.164328424810278,5,40,2.0,0,0
584,6.938033244087222,32,50,2.0,2,0
585,6.531721329763333,6,28,1.0,3,0
586,6.938592146363056,25,46,1.0,3,0
587,8.054708835341112,15,35,1.0,7,0
588,5.982658411423333,1,24,1.0,0,1
589,5.461962293618889,10,33,2.0,1,0
590,6.054724453368888,7,36,1.0,7,0
591,5.840016733600833,10,30,1.0,9,0
592,7.225026773761667,20,44,1.0,17,0
593,6.003563141454444,2,20,1.0,2,0
594,5.741458054439723,12,46,1.0,4,0
595,7.230715082552222,10,42,0.0,3,0
596,8.271538375725001,12,60,1.0,9,0
597,6.857246764836944,2,32,2.0,2,0
598,7.887273538598611,10,32,2.0,7,0
599,7.6812862561355555,17,36,1.0,7,0
600,5.690745203034167,15,33,1.0,10,0
601,6.734752342703889,7,40,1.0,3,0
602,7.853409192324722,5,25,1.0,1,0
603,8.777667336010557,12,30,1.0,7,0
604,9.375738509593889,20,42,2.0,0,0
605,9.610699464524721,16,35,0.0,12,0
606,8.586578536367501,9,27,1.0,8,0
607,6.0646541722444445,33,54,2.0,4,0
608,5.644010486389999,10,44,1.0,7,0
609,7.950911423471389,1,19,0.0,0,1
610,6.813521865238611,3,29,1.0,2,0
611,7.517927264613889,36,54,1.0,9,0
612,8.28127063810778,6,31,1.0,1,0
613,6.891761490405833,10,31,1.0,8,0
614,7.104055109326111,13,59,1.0,5,0
615,6.301752565818611,25,43,1.0,7,0
616,6.1634772423025,23,49,1.0,0,0
617,5.940058009816945,12,36,2.0,7,0
618,5.914191209281389,7,48,1.0,0,0
619,7.4068998215080555,5,27,1.0,3,0
620,8.654145470771946,6,29,1.0,0,0
621,5.981926595269722,25,48,1.0,0,0
622,6.6118908969208325,9,29,1.0,7,0
623,5.719967648371111,2,34,1.0,0,0
624,6.571692324854722,26,44,1.0,10,0
625,10.090846720214167,1,19,1.0,1,0
626,6.823829763498333,1,23,1.0,1,0
627,9.019934181168889,1,25,2.0,0,1
628,8.548406961177777,8,26,1.0,2,0
629,9.164568273092222,26,45,1.0,11,1
630,9.2750680499775,34,55,0.0,0,0
